,District,District Number,TEA District Type,TEA Description,NCES District Type,NCES Description,Charter School (Y/N)
1093,TRENTON ISD,74912,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
1094,TRINIDAD ISD,107907,H,Rural,42,Rural-Distant,N
1095,TRINITY BASIN PREPARATORY,57813,I,Charter School Districts,11,City-Large,Y
1096,TRINITY CHARTER SCHOOL,46802,I,Charter School Districts,41,Rural-Fringe,Y
1097,TRINITY ISD,228903,G,Non-metropolitan Stable,41,Rural-Fringe,N
1098,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,71803,I,Charter School Districts,11,City-Large,Y
1099,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,240801,I,Charter School Districts,11,City-Large,Y
1100,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,152803,I,Charter School Districts,11,City-Large,Y
1101,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GR,108804,I,Charter School Districts,22,Suburb-Midsize,Y
1102,TRIVIUM ACADEMY,61805,I,Charter School Districts,21,Suburb-Large,Y
1103,TROUP ISD,212904,G,Non-metropolitan Stable,42,Rural-Distant,N
1104,TROY ISD,14910,G,Non-metropolitan Stable,41,Rural-Fringe,N
1105,TULIA ISD,219903,G,Non-metropolitan Stable,33,Town-Remote,N
1106,TULOSO-MIDWAY ISD,178912,D,Other Central City Suburban,11,City-Large,N
1107,TURKEY-QUITAQUE ISD,96905,H,Rural,43,Rural-Remote,N
1108,TWO DIMENSIONS PREPARATORY ACADEMY,101840,I,Charter School Districts,21,Suburb-Large,Y
1109,TYLER ISD,212905,C,Other Central City,12,City-Midsize,N
1110,UME PREPARATORY ACADEMY,57845,I,Charter School Districts,41,Rural-Fringe,Y
1111,UNION GROVE ISD,230908,H,Rural,41,Rural-Fringe,N
1112,UNION HILL ISD,230904,H,Rural,42,Rural-Distant,N
1113,UNITED ISD,240903,C,Other Central City,11,City-Large,N
1114,UNIVERSAL ACADEMY,57808,I,Charter School Districts,21,Suburb-Large,Y
1115,UNIVERSITY OF HOUSTON CHARTER SCHO,101807,I,Charter School Districts,11,City-Large,Y
1116,UNIVERSITY OF TEXAS AT AUSTIN H S,227506,B,Major Suburban,11,City-Large,N
1117,UNIVERSITY OF TEXAS ELEMENTARY CHA,227819,I,Charter School Districts,11,City-Large,Y
1118,UNIVERSITY OF TEXAS UNIVERSITY CHA,227806,I,Charter School Districts,11,City-Large,Y
1119,UPLIFT EDUCATION,57803,I,Charter School Districts,11,City-Large,Y
1120,UT TYLER UNIVERSITY ACADEMY,212804,I,Charter School Districts,12,City-Midsize,Y
1121,UTOPIA ISD,232904,H,Rural,43,Rural-Remote,N
1122,UTPB STEM ACADEMY,68803,I,Charter School Districts,12,City-Midsize,Y
1123,UVALDE CISD,232903,G,Non-metropolitan Stable,33,Town-Remote,N
1124,VALENTINE ISD,122902,H,Rural,43,Rural-Remote,N
1125,VALLEY MILLS ISD,18904,H,Rural,42,Rural-Distant,N
1126,VALLEY VIEW ISD,49903,G,Non-metropolitan Stable,42,Rural-Distant,N
1127,VALLEY VIEW ISD,108916,D,Other Central City Suburban,21,Suburb-Large,N
1128,VALOR PUBLIC SCHOOLS,227829,I,Charter School Districts,11,City-Large,Y
1129,VAN ALSTYNE ISD,91908,D,Other Central City Suburban,41,Rural-Fringe,N
1130,VAN ISD,234906,D,Other Central City Suburban,32,Town-Distant,N
1131,VAN VLECK ISD,158906,G,Non-metropolitan Stable,41,Rural-Fringe,N
1132,VANGUARD ACADEMY,108808,I,Charter School Districts,21,Suburb-Large,Y
1133,VEGA ISD,180902,H,Rural,43,Rural-Remote,N
1134,VENUS ISD,126908,D,Other Central City Suburban,31,Town-Fringe,N
1135,VERIBEST ISD,226908,H,Rural,42,Rural-Distant,N
1136,VERNON ISD,244903,G,Non-metropolitan Stable,33,Town-Remote,N
1137,VICTORIA ISD,235902,E,Independent Town,13,City-Small,N
1138,VIDOR ISD,181907,D,Other Central City Suburban,22,Suburb-Midsize,N
1139,VILLAGE TECH SCHOOLS,57847,I,Charter School Districts,21,Suburb-Large,Y
1140,VISTA DEL FUTURO CHARTER SCHOOL,71809,I,Charter School Districts,11,City-Large,Y
1141,VYSEHRAD ISD,143904,H,Rural,43,Rural-Remote,N
1142,WACO CHARTER SCHOOL,161801,I,Charter School Districts,12,City-Midsize,Y
1143,WACO ISD,161914,C,Other Central City,12,City-Midsize,N
1144,WAELDER ISD,89905,H,Rural,43,Rural-Remote,N
1145,WALCOTT ISD,59902,H,Rural,43,Rural-Remote,N
1146,WALL ISD,226906,D,Other Central City Suburban,41,Rural-Fringe,N
1147,WALLER ISD,237904,E,Independent Town,42,Rural-Distant,N
1148,WALNUT BEND ISD,49908,H,Rural,42,Rural-Distant,N
1149,WALNUT SPRINGS ISD,18905,H,Rural,43,Rural-Remote,N
1150,WARREN ISD,229904,G,Non-metropolitan Stable,42,Rural-Distant,N
1151,WASKOM ISD,102903,H,Rural,42,Rural-Distant,N
1152,WATER VALLEY ISD,226905,H,Rural,42,Rural-Distant,N
1153,WAXAHACHIE FAITH FAMILY ACADEMY,70801,I,Charter School Districts,11,City-Large,Y
1154,WAXAHACHIE ISD,70912,C,Other Central City,21,Suburb-Large,N
1155,WAYSIDE SCHOOLS,227803,I,Charter School Districts,11,City-Large,Y
1156,WEATHERFORD ISD,184903,C,Other Central City,31,Town-Fringe,N
1157,WEBB CISD,240904,H,Rural,43,Rural-Remote,N
1158,WEIMAR ISD,45905,H,Rural,42,Rural-Distant,N
1159,WELLINGTON ISD,44902,H,Rural,43,Rural-Remote,N
1160,WELLMAN-UNION CISD,223904,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
1161,WELLS ISD,37909,H,Rural,42,Rural-Distant,N
1162,WESLACO ISD,108913,D,Other Central City Suburban,21,Suburb-Large,N
1163,WEST HARDIN COUNTY CISD,100908,H,Rural,42,Rural-Distant,N
1164,WEST ISD,161916,G,Non-metropolitan Stable,41,Rural-Fringe,N
1165,WEST ORANGE-COVE CISD,181906,G,Non-metropolitan Stable,22,Suburb-Midsize,N
1166,WEST OSO ISD,178915,D,Other Central City Suburban,11,City-Large,N
1167,WEST RUSK COUNTY CONSOLIDATED ISD,201914,G,Non-metropolitan Stable,42,Rural-Distant,N
1168,WEST SABINE ISD,202905,H,Rural,43,Rural-Remote,N
1169,WESTBROOK ISD,168903,H,Rural,42,Rural-Distant,N
1170,WESTHOFF ISD,62905,H,Rural,43,Rural-Remote,N
1171,WESTLAKE ACADEMY CHARTER SCHOOL,220810,I,Charter School Districts,41,Rural-Fringe,Y
1172,WESTPHALIA ISD,73904,H,Rural,42,Rural-Distant,N
1173,WESTWOOD ISD,1908,G,Non-metropolitan Stable,32,Town-Distant,N
1174,WHARTON ISD,241904,G,Non-metropolitan Stable,32,Town-Distant,N
1175,WHEELER ISD,242903,H,Rural,43,Rural-Remote,N
1176,WHITE DEER ISD,33904,H,Rural,43,Rural-Remote,N
1177,WHITE OAK ISD,92908,D,Other Central City Suburban,23,Suburb-Small,N
1178,WHITE SETTLEMENT ISD,220920,B,Major Suburban,41,Rural-Fringe,N
1179,WHITEFACE CISD,40902,H,Rural,43,Rural-Remote,N
1180,WHITEHOUSE ISD,212906,D,Other Central City Suburban,22,Suburb-Midsize,N
1181,WHITESBORO ISD,91909,D,Other Central City Suburban,32,Town-Distant,N
1182,WHITEWRIGHT ISD,91910,H,Rural,42,Rural-Distant,N
1183,WHITHARRAL ISD,110908,H,Rural,42,Rural-Distant,N
1184,WHITNEY ISD,109911,E,Independent Town,42,Rural-Distant,N
1185,WICHITA FALLS ISD,243905,C,Other Central City,12,City-Midsize,N
1186,WILDORADO ISD,180904,H,Rural,42,Rural-Distant,N
1187,WILLIS ISD,170904,D,Other Central City Suburban,41,Rural-Fringe,N
1188,WILLS POINT ISD,234907,E,Independent Town,32,Town-Distant,N
1189,WILSON ISD,153907,H,Rural,42,Rural-Distant,N
1190,WIMBERLEY ISD,105905,G,Non-metropolitan Stable,41,Rural-Fringe,N
1191,WINDHAM SCHOOL DISTRICT,236903,,,32,Town-Distant,N
1192,WINDTHORST ISD,5904,H,Rural,42,Rural-Distant,N
1193,WINFREE ACADEMY CHARTER SCHOOLS,57828,I,Charter School Districts,21,Suburb-Large,Y
1194,WINK-LOVING ISD,248902,H,Rural,42,Rural-Distant,N
1195,WINNSBORO ISD,250907,E,Independent Town,32,Town-Distant,N
1196,WINONA ISD,212910,D,Other Central City Suburban,41,Rural-Fringe,N
1197,WINTERS ISD,200904,H,Rural,32,Town-Distant,N
1198,WODEN ISD,174906,H,Rural,42,Rural-Distant,N
1199,WOLFE CITY ISD,116909,H,Rural,43,Rural-Remote,N
1200,WOODSBORO ISD,196902,H,Rural,42,Rural-Distant,N
1201,WOODSON ISD,224902,H,Rural,43,Rural-Remote,N
1202,WOODVILLE ISD,229903,G,Non-metropolitan Stable,33,Town-Remote,N
1203,WORTHAM ISD,81905,H,Rural,42,Rural-Distant,N
1204,WYLIE ISD,43914,D,Other Central City Suburban,21,Suburb-Large,N
1205,WYLIE ISD,221912,D,Other Central City Suburban,12,City-Midsize,N
1206,YANTIS ISD,250905,H,Rural,43,Rural-Remote,N
1207,YELLOWSTONE COLLEGE PREPARATORY,101873,I,Charter School Districts,11,City-Large,Y
1208,YES PREP PUBLIC SCHOOLS INC,101845,I,Charter School Districts,11,City-Large,Y
1209,YOAKUM ISD,62903,G,Non-metropolitan Stable,32,Town-Distant,N
1210,YORKTOWN ISD,62904,H,Rural,43,Rural-Remote,N
1211,YSLETA ISD,71905,A,Major Urban,11,City-Large,N
1212,ZAPATA COUNTY ISD,253901,D,Other Central City Suburban,33,Town-Remote,N
1213,ZAVALLA ISD,3906,H,Rural,43,Rural-Remote,N
1214,ZEPHYR ISD,25906,H,Rural,42,Rural-Distant,N
