,DISTRICT_id,TEA District Type,TEA Description,NCES District Type,NCES Description,Charter School (Y/N),COUNTY,REGION,DISTRICT,DISTNAME,CNTYNAME,DFLCHART,DFLALTED,ASVAB_STATUS
675,126902,C,Other Central City,21,Suburb-Large,N,'126,'11,'126902,BURLESON ISD,JOHNSON,N,N, 
676,126903,D,Other Central City Suburban,41,Rural-Fringe,N,'126,'11,'126903,CLEBURNE ISD,JOHNSON,N,N, 
677,126904,G,Non-metropolitan Stable,42,Rural-Distant,N,'126,'11,'126904,GRANDVIEW ISD,JOHNSON,N,N, 
678,126905,D,Other Central City Suburban,41,Rural-Fringe,N,'126,'11,'126905,JOSHUA ISD,JOHNSON,N,N, 
679,126906,G,Non-metropolitan Stable,31,Town-Fringe,N,'126,'11,'126906,KEENE ISD,JOHNSON,N,N, 
680,126907,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'126,'11,'126907,RIO VISTA ISD,JOHNSON,N,N, 
681,126908,D,Other Central City Suburban,31,Town-Fringe,N,'126,'11,'126908,VENUS ISD,JOHNSON,N,N, 
682,126911,B,Major Suburban,42,Rural-Distant,N,'126,'11,'126911,GODLEY ISD,JOHNSON,N,N, 
683,127901,H,Rural,42,Rural-Distant,N,'127,'14,'127901,ANSON ISD,JONES,N,N, 
684,127903,H,Rural,43,Rural-Remote,N,'127,'14,'127903,HAMLIN COLLEGIATE ISD,JONES,N,N, 
685,127904,H,Rural,42,Rural-Distant,N,'127,'14,'127904,HAWLEY ISD,JONES,N,N, 
686,127905,H,Rural,42,Rural-Distant,N,'127,'14,'127905,LUEDERS-AVOCA ISD,JONES,N,N, 
687,127906,H,Rural,32,Town-Distant,N,'127,'14,'127906,STAMFORD ISD,JONES,N,N, 
688,128901,F,Non-metropolitan Fast Growing,33,Town-Remote,N,'128,'20,'128901,KARNES CITY ISD,KARNES,N,N, 
689,128902,H,Rural,41,Rural-Fringe,N,'128,'03,'128902,KENEDY ISD,KARNES,N,N, 
690,128903,H,Rural,42,Rural-Distant,N,'128,'03,'128903,RUNGE ISD,KARNES,N,N, 
691,128904,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'128,'20,'128904,FALLS CITY ISD,KARNES,N,N, 
692,129901,B,Major Suburban,41,Rural-Fringe,N,'129,'10,'129901,CRANDALL ISD,KAUFMAN,N,N, 
693,129902,B,Major Suburban,41,Rural-Fringe,N,'129,'10,'129902,FORNEY ISD,KAUFMAN,N,N, 
694,129903,D,Other Central City Suburban,32,Town-Distant,N,'129,'10,'129903,KAUFMAN ISD,KAUFMAN,N,N, 
695,129904,G,Non-metropolitan Stable,42,Rural-Distant,N,'129,'10,'129904,KEMP ISD,KAUFMAN,N,N, 
696,129905,D,Other Central City Suburban,32,Town-Distant,N,'129,'10,'129905,MABANK ISD,KAUFMAN,N,N, 
697,129906,D,Other Central City Suburban,32,Town-Distant,N,'129,'10,'129906,TERRELL ISD,KAUFMAN,N,N, 
698,129910,G,Non-metropolitan Stable,42,Rural-Distant,N,'129,'10,'129910,SCURRY-ROSSER ISD,KAUFMAN,N,N, 
699,130801,I,Charter Schools,41,Rural-Fringe,Y,'130,'20,'130801,MEADOWLAND CHARTER DISTRICT,KENDALL,Y,N,ASVAB Alternative Test Offered
700,130901,B,Major Suburban,41,Rural-Fringe,N,'130,'20,'130901,BOERNE ISD,KENDALL,N,N, 
701,130902,G,Non-metropolitan Stable,32,Town-Distant,N,'130,'13,'130902,COMFORT ISD,KENDALL,N,N, 
702,131001,H,Rural,43,Rural-Remote,N,'131,'02,'131001,KENEDY COUNTY WIDE CSD,KENEDY,N,N, 
703,132902,H,Rural,43,Rural-Remote,N,'132,'17,'132902,JAYTON-GIRARD ISD,KENT,N,N, 
704,133901,H,Rural,42,Rural-Distant,N,'133,'20,'133901,CENTER POINT ISD,KERR,N,N, 
705,133902,H,Rural,42,Rural-Distant,N,'133,'20,'133902,HUNT ISD,KERR,N,N, 
706,133903,E,Independent Town,41,Rural-Fringe,N,'133,'20,'133903,KERRVILLE ISD,KERR,N,N, 
707,133904,G,Non-metropolitan Stable,41,Rural-Fringe,N,'133,'20,'133904,INGRAM ISD,KERR,N,N, 
708,133905,H,Rural,43,Rural-Remote,N,'133,'20,'133905,DIVIDE ISD,KERR,N,N, 
709,134901,H,Rural,33,Town-Remote,N,'134,'15,'134901,JUNCTION ISD,KIMBLE,N,N, 
710,135001,H,Rural,43,Rural-Remote,N,'135,'17,'135001,GUTHRIE CSD,KING,N,N, 
711,136901,H,Rural,33,Town-Remote,N,'136,'20,'136901,BRACKETT ISD,KINNEY,N,N, 
712,137901,E,Independent Town,32,Town-Distant,N,'137,'02,'137901,KINGSVILLE ISD,KLEBERG,N,N, 
713,137902,H,Rural,42,Rural-Distant,N,'137,'02,'137902,RICARDO ISD,KLEBERG,N,N, 
714,137903,H,Rural,43,Rural-Remote,N,'137,'02,'137903,RIVIERA ISD,KLEBERG,N,N, 
715,137904,H,Rural,32,Town-Distant,N,'137,'02,'137904,SANTA GERTRUDIS ISD,KLEBERG,N,N, 
716,138902,H,Rural,43,Rural-Remote,N,'138,'09,'138902,KNOX CITY-O'BRIEN CISD,KNOX,N,N, 
717,138903,H,Rural,43,Rural-Remote,N,'138,'09,'138903,MUNDAY CISD,KNOX,N,N, 
718,138904,H,Rural,43,Rural-Remote,N,'138,'09,'138904,BENJAMIN ISD,KNOX,N,N, 
719,139905,G,Non-metropolitan Stable,41,Rural-Fringe,N,'139,'08,'139905,CHISUM ISD,LAMAR,N,N, 
720,139909,E,Independent Town,33,Town-Remote,N,'139,'08,'139909,PARIS ISD,LAMAR,N,N, 
721,139911,G,Non-metropolitan Stable,41,Rural-Fringe,N,'139,'08,'139911,NORTH LAMAR ISD,LAMAR,N,N, 
722,139912,G,Non-metropolitan Stable,42,Rural-Distant,N,'139,'08,'139912,PRAIRILAND ISD,LAMAR,N,N, 
723,140901,H,Rural,42,Rural-Distant,N,'140,'17,'140901,AMHERST ISD,LAMB,N,N, 
724,140904,G,Non-metropolitan Stable,32,Town-Distant,N,'140,'17,'140904,LITTLEFIELD ISD,LAMB,N,N, 
725,140905,H,Rural,43,Rural-Remote,N,'140,'17,'140905,OLTON ISD,LAMB,N,N, 
726,140907,H,Rural,43,Rural-Remote,N,'140,'17,'140907,SPRINGLAKE-EARTH ISD,LAMB,N,N, 
727,140908,H,Rural,43,Rural-Remote,N,'140,'17,'140908,SUDAN ISD,LAMB,N,N, 
728,141901,D,Other Central City Suburban,41,Rural-Fringe,N,'141,'12,'141901,LAMPASAS ISD,LAMPASAS,N,N, 
729,141902,H,Rural,43,Rural-Remote,N,'141,'12,'141902,LOMETA ISD,LAMPASAS,N,N, 
730,142901,G,Non-metropolitan Stable,33,Town-Remote,N,'142,'20,'142901,COTULLA ISD,LA SALLE,N,N, 
731,143901,G,Non-metropolitan Stable,43,Rural-Remote,N,'143,'03,'143901,HALLETTSVILLE ISD,LAVACA,N,N, 
732,143902,H,Rural,43,Rural-Remote,N,'143,'03,'143902,MOULTON ISD,LAVACA,N,N, 
733,143903,H,Rural,42,Rural-Distant,N,'143,'03,'143903,SHINER ISD,LAVACA,N,N, 
734,143904,H,Rural,43,Rural-Remote,N,'143,'03,'143904,VYSEHRAD ISD,LAVACA,N,N, 
735,143905,H,Rural,42,Rural-Distant,N,'143,'03,'143905,SWEET HOME ISD,LAVACA,N,N, 
736,143906,H,Rural,43,Rural-Remote,N,'143,'03,'143906,EZZELL ISD,LAVACA,N,N, 
737,144901,D,Other Central City Suburban,41,Rural-Fringe,N,'144,'13,'144901,GIDDINGS ISD,LEE,N,N, 
738,144902,D,Other Central City Suburban,43,Rural-Remote,N,'144,'13,'144902,LEXINGTON ISD,LEE,N,N, 
739,144903,H,Rural,43,Rural-Remote,N,'144,'13,'144903,DIME BOX ISD,LEE,N,N, 
740,145901,G,Non-metropolitan Stable,43,Rural-Remote,N,'145,'06,'145901,BUFFALO ISD,LEON,N,N, 
741,145902,H,Rural,43,Rural-Remote,N,'145,'06,'145902,CENTERVILLE ISD,LEON,N,N, 
742,145906,H,Rural,43,Rural-Remote,N,'145,'06,'145906,NORMANGEE ISD,LEON,N,N, 
743,145907,H,Rural,43,Rural-Remote,N,'145,'06,'145907,OAKWOOD ISD,LEON,N,N, 
744,145911,H,Rural,43,Rural-Remote,N,'145,'06,'145911,LEON ISD,LEON,N,N, 
745,146901,C,Other Central City,31,Town-Fringe,N,'146,'04,'146901,CLEVELAND ISD,LIBERTY,N,N, 
746,146902,D,Other Central City Suburban,32,Town-Distant,N,'146,'04,'146902,DAYTON ISD,LIBERTY,N,N, 
747,146903,H,Rural,42,Rural-Distant,N,'146,'04,'146903,DEVERS ISD,LIBERTY,N,N, 
748,146904,G,Non-metropolitan Stable,42,Rural-Distant,N,'146,'05,'146904,HARDIN ISD,LIBERTY,N,N, 
749,146905,H,Rural,42,Rural-Distant,N,'146,'05,'146905,HULL-DAISETTA ISD,LIBERTY,N,N, 
750,146906,D,Other Central City Suburban,41,Rural-Fringe,N,'146,'05,'146906,LIBERTY ISD,LIBERTY,N,N, 
751,146907,D,Other Central City Suburban,42,Rural-Distant,N,'146,'04,'146907,TARKINGTON ISD,LIBERTY,N,N, 
752,147901,H,Rural,42,Rural-Distant,N,'147,'12,'147901,COOLIDGE ISD,LIMESTONE,N,N, 
753,147902,G,Non-metropolitan Stable,41,Rural-Fringe,N,'147,'12,'147902,GROESBECK ISD,LIMESTONE,N,N, 
754,147903,G,Non-metropolitan Stable,33,Town-Remote,N,'147,'12,'147903,MEXIA ISD,LIMESTONE,N,N, 
755,148901,H,Rural,43,Rural-Remote,N,'148,'16,'148901,BOOKER ISD,LIPSCOMB,N,N, 
756,148902,H,Rural,43,Rural-Remote,N,'148,'16,'148902,FOLLETT ISD,LIPSCOMB,N,N, 
757,148905,H,Rural,43,Rural-Remote,N,'148,'16,'148905,DARROUZETT ISD,LIPSCOMB,N,N, 
758,149901,G,Non-metropolitan Stable,43,Rural-Remote,N,'149,'02,'149901,GEORGE WEST ISD,LIVE OAK,N,N, 
759,149902,H,Rural,43,Rural-Remote,N,'149,'02,'149902,THREE RIVERS ISD,LIVE OAK,N,N, 
760,150901,G,Non-metropolitan Stable,41,Rural-Fringe,N,'150,'13,'150901,LLANO ISD,LLANO,N,N, 
761,152504,D,Other Central City Suburban,11,City-Large,N,'152,'17,'152504,TEXAS TECH UNIVERSITY K-12,LUBBOCK,N,N,ASVAB Test not Offered
762,152802,I,Charter Schools,11,City-Large,Y,'152,'17,'152802,RISE ACADEMY,LUBBOCK,Y,N, 
763,152803,I,Charter Schools,11,City-Large,Y,'152,'17,'152803,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,LUBBOCK,Y,Y, 
764,152806,I,Charter Schools,11,City-Large,Y,'152,'17,'152806,BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,LUBBOCK,Y,N, 
765,152901,C,Other Central City,11,City-Large,N,'152,'17,'152901,LUBBOCK ISD,LUBBOCK,N,N, 
766,152902,H,Rural,41,Rural-Fringe,N,'152,'17,'152902,NEW DEAL ISD,LUBBOCK,N,N, 
767,152903,D,Other Central City Suburban,31,Town-Fringe,N,'152,'17,'152903,SLATON ISD,LUBBOCK,N,N, 
768,152906,D,Other Central City Suburban,41,Rural-Fringe,N,'152,'17,'152906,LUBBOCK-COOPER ISD,LUBBOCK,N,N, 
769,152907,D,Other Central City Suburban,22,Suburb-Midsize,N,'152,'17,'152907,FRENSHIP ISD,LUBBOCK,N,N, 
770,152908,D,Other Central City Suburban,42,Rural-Distant,N,'152,'17,'152908,ROOSEVELT ISD,LUBBOCK,N,N, 
771,152909,D,Other Central City Suburban,31,Town-Fringe,N,'152,'17,'152909,SHALLOWATER ISD,LUBBOCK,N,N, 
772,152910,D,Other Central City Suburban,42,Rural-Distant,N,'152,'17,'152910,IDALOU ISD,LUBBOCK,N,N, 
773,153903,H,Rural,43,Rural-Remote,N,'153,'17,'153903,O'DONNELL ISD,LYNN,N,N, 
774,153904,H,Rural,32,Town-Distant,N,'153,'17,'153904,TAHOKA ISD,LYNN,N,N, 
775,153905,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'153,'17,'153905,NEW HOME ISD,LYNN,N,N, 
776,153907,H,Rural,42,Rural-Distant,N,'153,'17,'153907,WILSON ISD,LYNN,N,N, 
777,154901,G,Non-metropolitan Stable,32,Town-Distant,N,'154,'06,'154901,MADISONVILLE CISD,MADISON,N,N, 
778,154903,H,Rural,42,Rural-Distant,N,'154,'06,'154903,NORTH ZULCH ISD,MADISON,N,N, 
779,155901,G,Non-metropolitan Stable,42,Rural-Distant,N,'155,'08,'155901,JEFFERSON ISD,MARION,N,N, 
780,156902,D,Other Central City Suburban,42,Rural-Distant,N,'156,'18,'156902,STANTON ISD,MARTIN,N,N, 
781,156905,H,Rural,42,Rural-Distant,N,'156,'18,'156905,GRADY ISD,MARTIN,N,N, 
782,157901,H,Rural,43,Rural-Remote,N,'157,'15,'157901,MASON ISD,MASON,N,N, 
783,158901,E,Independent Town,32,Town-Distant,N,'158,'03,'158901,BAY CITY ISD,MATAGORDA,N,N, 
784,158902,G,Non-metropolitan Stable,42,Rural-Distant,N,'158,'03,'158902,TIDEHAVEN ISD,MATAGORDA,N,N, 
785,158904,H,Rural,43,Rural-Remote,N,'158,'03,'158904,MATAGORDA ISD,MATAGORDA,N,N, 
786,158905,G,Non-metropolitan Stable,33,Town-Remote,N,'158,'03,'158905,PALACIOS ISD,MATAGORDA,N,N, 
787,158906,G,Non-metropolitan Stable,41,Rural-Fringe,N,'158,'03,'158906,VAN VLECK ISD,MATAGORDA,N,N, 
788,159901,D,Other Central City Suburban,33,Town-Remote,N,'159,'20,'159901,EAGLE PASS ISD,MAVERICK,N,N, 
789,160901,G,Non-metropolitan Stable,41,Rural-Fringe,N,'160,'15,'160901,BRADY ISD,MCCULLOCH,N,N, 
790,160904,H,Rural,42,Rural-Distant,N,'160,'15,'160904,ROCHELLE ISD,MCCULLOCH,N,N, 
791,160905,H,Rural,43,Rural-Remote,N,'160,'15,'160905,LOHN ISD,MCCULLOCH,N,N, 
792,161801,I,Charter Schools,12,City-Midsize,Y,'161,'12,'161801,WACO CHARTER SCHOOL,MCLENNAN,Y,N, 
793,161802,I,Charter Schools,12,City-Midsize,Y,'161,'12,'161802,RAPOPORT ACADEMY PUBLIC SCHOOL,MCLENNAN,Y,N, 
794,161807,I,Charter Schools,21,Suburb-Large,Y,'161,'12,'161807,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,MCLENNAN,Y,N, 
795,161901,H,Rural,42,Rural-Distant,N,'161,'12,'161901,CRAWFORD ISD,MCLENNAN,N,N, 
796,161903,D,Other Central City Suburban,22,Suburb-Midsize,N,'161,'12,'161903,MIDWAY ISD,MCLENNAN,N,N, 
797,161906,D,Other Central City Suburban,22,Suburb-Midsize,N,'161,'12,'161906,LA VEGA ISD,MCLENNAN,N,N, 
798,161907,G,Non-metropolitan Stable,41,Rural-Fringe,N,'161,'12,'161907,LORENA ISD,MCLENNAN,N,N, 
799,161908,H,Rural,42,Rural-Distant,N,'161,'12,'161908,MART ISD,MCLENNAN,N,N, 
800,161909,G,Non-metropolitan Stable,31,Town-Fringe,N,'161,'12,'161909,MCGREGOR ISD,MCLENNAN,N,N, 
801,161910,H,Rural,42,Rural-Distant,N,'161,'12,'161910,MOODY ISD,MCLENNAN,N,N, 
802,161912,H,Rural,42,Rural-Distant,N,'161,'12,'161912,RIESEL ISD,MCLENNAN,N,N, 
803,161914,C,Other Central City,12,City-Midsize,N,'161,'12,'161914,WACO ISD,MCLENNAN,N,N, 
804,161916,G,Non-metropolitan Stable,41,Rural-Fringe,N,'161,'12,'161916,WEST ISD,MCLENNAN,N,N, 
805,161918,H,Rural,42,Rural-Distant,N,'161,'12,'161918,AXTELL ISD,MCLENNAN,N,N, 
806,161919,H,Rural,42,Rural-Distant,N,'161,'12,'161919,BRUCEVILLE-EDDY ISD,MCLENNAN,N,N, 
807,161920,D,Other Central City Suburban,41,Rural-Fringe,N,'161,'12,'161920,CHINA SPRING ISD,MCLENNAN,N,N, 
808,161921,D,Other Central City Suburban,22,Suburb-Midsize,N,'161,'12,'161921,CONNALLY ISD,MCLENNAN,N,N, 
809,161922,D,Other Central City Suburban,22,Suburb-Midsize,N,'161,'12,'161922,ROBINSON ISD,MCLENNAN,N,N, 
810,161923,H,Rural,41,Rural-Fringe,N,'161,'12,'161923,BOSQUEVILLE ISD,MCLENNAN,N,N, 
811,161924,H,Rural,42,Rural-Distant,N,'161,'12,'161924,HALLSBURG ISD,MCLENNAN,N,N, 
812,161925,H,Rural,42,Rural-Distant,N,'161,'12,'161925,GHOLSON ISD,MCLENNAN,N,N, 
813,162904,H,Rural,43,Rural-Remote,N,'162,'02,'162904,MCMULLEN COUNTY ISD,MCMULLEN,N,N, 
814,163901,G,Non-metropolitan Stable,41,Rural-Fringe,N,'163,'20,'163901,DEVINE ISD,MEDINA,N,N, 
815,163902,H,Rural,42,Rural-Distant,N,'163,'20,'163902,D'HANIS ISD,MEDINA,N,N, 
816,163903,G,Non-metropolitan Stable,41,Rural-Fringe,N,'163,'20,'163903,NATALIA ISD,MEDINA,N,N, 
817,163904,G,Non-metropolitan Stable,32,Town-Distant,N,'163,'20,'163904,HONDO ISD,MEDINA,N,N, 
818,163908,B,Major Suburban,41,Rural-Fringe,N,'163,'20,'163908,MEDINA VALLEY ISD,MEDINA,N,N, 
819,164901,H,Rural,43,Rural-Remote,N,'164,'15,'164901,MENARD ISD,MENARD,N,N, 
820,165802,I,Charter Schools,12,City-Midsize,Y,'165,'18,'165802,MIDLAND ACADEMY CHARTER SCHOOL,MIDLAND,Y,N, 
821,165901,C,Other Central City,12,City-Midsize,N,'165,'18,'165901,MIDLAND ISD,MIDLAND,N,N, 
822,165902,D,Other Central City Suburban,42,Rural-Distant,N,'165,'18,'165902,GREENWOOD ISD,MIDLAND,N,N, 
823,166901,E,Independent Town,41,Rural-Fringe,N,'166,'06,'166901,CAMERON ISD,MILAM,N,N, 
824,166902,H,Rural,42,Rural-Distant,N,'166,'06,'166902,GAUSE ISD,MILAM,N,N, 
825,166903,H,Rural,42,Rural-Distant,N,'166,'06,'166903,MILANO ISD,MILAM,N,N, 
826,166904,E,Independent Town,32,Town-Distant,N,'166,'06,'166904,ROCKDALE ISD,MILAM,N,N, 
827,166905,H,Rural,42,Rural-Distant,N,'166,'13,'166905,THORNDALE ISD,MILAM,N,N, 
828,166907,H,Rural,42,Rural-Distant,N,'166,'12,'166907,BUCKHOLTS ISD,MILAM,N,N, 
829,167901,H,Rural,43,Rural-Remote,N,'167,'12,'167901,GOLDTHWAITE ISD,MILLS,N,N, 
830,167902,H,Rural,43,Rural-Remote,N,'167,'12,'167902,MULLIN ISD,MILLS,N,N, 
831,167904,H,Rural,43,Rural-Remote,N,'167,'12,'167904,PRIDDY ISD,MILLS,N,N, 
832,168901,G,Non-metropolitan Stable,41,Rural-Fringe,N,'168,'14,'168901,COLORADO ISD,MITCHELL,N,N, 
833,168902,H,Rural,42,Rural-Distant,N,'168,'14,'168902,LORAINE ISD,MITCHELL,N,N, 
834,168903,H,Rural,42,Rural-Distant,N,'168,'14,'168903,WESTBROOK ISD,MITCHELL,N,N, 
835,169901,G,Non-metropolitan Stable,33,Town-Remote,N,'169,'09,'169901,BOWIE ISD,MONTAGUE,N,N, 
836,169902,H,Rural,33,Town-Remote,N,'169,'09,'169902,NOCONA ISD,MONTAGUE,N,N, 
837,169906,H,Rural,42,Rural-Distant,N,'169,'09,'169906,GOLD BURG ISD,MONTAGUE,N,N, 
838,169908,H,Rural,42,Rural-Distant,N,'169,'09,'169908,MONTAGUE ISD,MONTAGUE,N,N, 
839,169909,H,Rural,42,Rural-Distant,N,'169,'09,'169909,PRAIRIE VALLEY ISD,MONTAGUE,N,N, 
840,169910,H,Rural,43,Rural-Remote,N,'169,'09,'169910,FORESTBURG ISD,MONTAGUE,N,N, 
841,169911,F,Non-metropolitan Fast Growing,43,Rural-Remote,N,'169,'09,'169911,SAINT JO ISD,MONTAGUE,N,N, 
842,170801,I,Charter Schools,21,Suburb-Large,Y,'170,'04,'170801,TEXAS SERENITY ACADEMY,MONTGOMERY,Y,N, 
843,170802,I,Charter Schools,22,Suburb-Midsize,Y,'170,'06,'170802,THRIVE CENTER FOR SUCCESS,MONTGOMERY,Y,N, 
844,170902,C,Other Central City,12,City-Midsize,N,'170,'06,'170902,CONROE ISD,MONTGOMERY,N,N, 
845,170903,D,Other Central City Suburban,41,Rural-Fringe,N,'170,'06,'170903,MONTGOMERY ISD,MONTGOMERY,N,N, 
846,170904,D,Other Central City Suburban,41,Rural-Fringe,N,'170,'06,'170904,WILLIS ISD,MONTGOMERY,N,N, 
847,170906,D,Other Central City Suburban,41,Rural-Fringe,N,'170,'06,'170906,MAGNOLIA ISD,MONTGOMERY,N,N, 
848,170907,D,Other Central City Suburban,41,Rural-Fringe,N,'170,'06,'170907,SPLENDORA ISD,MONTGOMERY,N,N, 
849,170908,D,Other Central City Suburban,21,Suburb-Large,N,'170,'06,'170908,NEW CANEY ISD,MONTGOMERY,N,N, 
850,171901,G,Non-metropolitan Stable,33,Town-Remote,N,'171,'16,'171901,DUMAS ISD,MOORE,N,N, 
851,171902,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'171,'16,'171902,SUNRAY COLLEGIATE ISD,MOORE,N,N, 
852,172902,G,Non-metropolitan Stable,32,Town-Distant,N,'172,'08,'172902,DAINGERFIELD-LONE STAR ISD,MORRIS,N,N, 
853,172905,H,Rural,42,Rural-Distant,N,'172,'08,'172905,PEWITT CISD,MORRIS,N,N, 
854,173901,H,Rural,43,Rural-Remote,N,'173,'17,'173901,MOTLEY COUNTY ISD,MOTLEY,N,N, 
855,174801,I,Charter Schools,33,Town-Remote,Y,'174,'07,'174801,STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,NACOGDOCHES,Y,N, 
856,174901,H,Rural,43,Rural-Remote,N,'174,'07,'174901,CHIRENO ISD,NACOGDOCHES,N,N, 
857,174902,H,Rural,43,Rural-Remote,N,'174,'07,'174902,CUSHING ISD,NACOGDOCHES,N,N, 
858,174903,H,Rural,43,Rural-Remote,N,'174,'07,'174903,GARRISON ISD,NACOGDOCHES,N,N, 
859,174904,E,Independent Town,33,Town-Remote,N,'174,'07,'174904,NACOGDOCHES ISD,NACOGDOCHES,N,N, 
860,174906,H,Rural,42,Rural-Distant,N,'174,'07,'174906,WODEN ISD,NACOGDOCHES,N,N, 
861,174908,G,Non-metropolitan Stable,41,Rural-Fringe,N,'174,'07,'174908,CENTRAL HEIGHTS ISD,NACOGDOCHES,N,N, 
862,174909,H,Rural,43,Rural-Remote,N,'174,'07,'174909,MARTINSVILLE ISD,NACOGDOCHES,N,N, 
863,174911,H,Rural,43,Rural-Remote,N,'174,'07,'174911,DOUGLASS ISD,NACOGDOCHES,N,N, 
864,175902,G,Non-metropolitan Stable,42,Rural-Distant,N,'175,'12,'175902,BLOOMING GROVE ISD,NAVARRO,N,N, 
865,175903,E,Independent Town,32,Town-Distant,N,'175,'12,'175903,CORSICANA ISD,NAVARRO,N,N, 
866,175904,H,Rural,43,Rural-Remote,N,'175,'12,'175904,DAWSON ISD,NAVARRO,N,N, 
867,175905,H,Rural,42,Rural-Distant,N,'175,'12,'175905,FROST ISD,NAVARRO,N,N, 
868,175907,H,Rural,43,Rural-Remote,N,'175,'12,'175907,KERENS ISD,NAVARRO,N,N, 
869,175910,H,Rural,42,Rural-Distant,N,'175,'12,'175910,MILDRED ISD,NAVARRO,N,N, 
870,175911,G,Non-metropolitan Stable,42,Rural-Distant,N,'175,'12,'175911,RICE ISD,NAVARRO,N,N, 
871,176901,H,Rural,43,Rural-Remote,N,'176,'05,'176901,BURKEVILLE ISD,NEWTON,N,N, 
872,176902,G,Non-metropolitan Stable,43,Rural-Remote,N,'176,'05,'176902,NEWTON ISD,NEWTON,N,N, 
873,176903,H,Rural,42,Rural-Distant,N,'176,'05,'176903,DEWEYVILLE ISD,NEWTON,N,N, 
874,177901,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'177,'14,'177901,ROSCOE COLLEGIATE ISD,NOLAN,N,N,ASVAB Alternative Test Offered
875,177902,G,Non-metropolitan Stable,32,Town-Distant,N,'177,'14,'177902,SWEETWATER ISD,NOLAN,N,N, 
876,177903,H,Rural,43,Rural-Remote,N,'177,'14,'177903,BLACKWELL CISD,NOLAN,N,N, 
877,177905,H,Rural,42,Rural-Distant,N,'177,'14,'177905,HIGHLAND ISD,NOLAN,N,N, 
878,178801,I,Charter Schools,11,City-Large,Y,'178,'02,'178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,NUECES,Y,N, 
879,178807,I,Charter Schools,11,City-Large,Y,'178,'02,'178807,CORPUS CHRISTI MONTESSORI SCHOOL,NUECES,Y,N, 
880,178808,I,Charter Schools,11,City-Large,Y,'178,'02,'178808,SEASHORE CHARTER SCHOOLS,NUECES,Y,N, 
881,178901,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'178,'02,'178901,AGUA DULCE ISD,NUECES,N,N, 
882,178902,G,Non-metropolitan Stable,32,Town-Distant,N,'178,'02,'178902,BISHOP CISD,NUECES,N,N, 
883,178903,G,Non-metropolitan Stable,11,City-Large,N,'178,'02,'178903,CALALLEN ISD,NUECES,N,N, 
884,178904,C,Other Central City,11,City-Large,N,'178,'02,'178904,CORPUS CHRISTI ISD,NUECES,N,N, 
885,178905,H,Rural,42,Rural-Distant,N,'178,'02,'178905,DRISCOLL ISD,NUECES,N,N, 
886,178906,D,Other Central City Suburban,41,Rural-Fringe,N,'178,'02,'178906,LONDON ISD,NUECES,N,N, 
887,178908,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'178,'02,'178908,PORT ARANSAS ISD,NUECES,N,N, 
888,178909,G,Non-metropolitan Stable,31,Town-Fringe,N,'178,'02,'178909,ROBSTOWN ISD,NUECES,N,N, 
889,178912,D,Other Central City Suburban,11,City-Large,N,'178,'02,'178912,TULOSO-MIDWAY ISD,NUECES,N,N, 
890,178913,H,Rural,42,Rural-Distant,N,'178,'02,'178913,BANQUETE ISD,NUECES,N,N, 
891,178914,D,Other Central City Suburban,11,City-Large,N,'178,'02,'178914,FLOUR BLUFF ISD,NUECES,N,N, 
892,178915,D,Other Central City Suburban,11,City-Large,N,'178,'02,'178915,WEST OSO ISD,NUECES,N,N, 
893,179901,G,Non-metropolitan Stable,33,Town-Remote,N,'179,'16,'179901,PERRYTON ISD,OCHILTREE,N,N, 
894,180901,H,Rural,43,Rural-Remote,N,'180,'16,'180901,BOYS RANCH ISD,OLDHAM,N,N, 
895,180902,H,Rural,43,Rural-Remote,N,'180,'16,'180902,VEGA ISD,OLDHAM,N,N, 
896,180903,H,Rural,43,Rural-Remote,N,'180,'16,'180903,ADRIAN ISD,OLDHAM,N,N, 
897,180904,H,Rural,42,Rural-Distant,N,'180,'16,'180904,WILDORADO ISD,OLDHAM,N,N, 
898,181901,E,Independent Town,22,Suburb-Midsize,N,'181,'05,'181901,BRIDGE CITY ISD,ORANGE,N,N, 
899,181905,D,Other Central City Suburban,41,Rural-Fringe,N,'181,'05,'181905,ORANGEFIELD ISD,ORANGE,N,N, 
900,181906,G,Non-metropolitan Stable,22,Suburb-Midsize,N,'181,'05,'181906,WEST ORANGE-COVE CISD,ORANGE,N,N, 
901,181907,D,Other Central City Suburban,22,Suburb-Midsize,N,'181,'05,'181907,VIDOR ISD,ORANGE,N,N, 
902,181908,E,Independent Town,22,Suburb-Midsize,N,'181,'05,'181908,LITTLE CYPRESS-MAURICEVILLE CISD,ORANGE,N,N, 
